CustomerID,Gender,SeniorCitizen,Tenure,Contract,InternetService,MonthlyCharges,TotalCharges,Churn
134,Male,1,15,Month-to-month,DSL,34.55885270586506,18.8,No
135,Male,0,53,Two year,Fiber optic,84.26309048986691,2527.31337949332,No
136,Male,0,3,Two year,Fiber optic,29.705807910995475,2952.004932803876,No
137,Male,0,14,One year,Fiber optic,44.10695354525389,4727.086245686077,No
138,Male,0,26,Month-to-month,Fiber optic,53.92211161890576,6402.296471271814,No
139,Female,0,3,Month-to-month,Fiber optic,85.09958451181416,4335.906027659912,No
140,Female,0,34,Month-to-month,No,70.09751728903458,3277.127220879434,No
141,Female,0,62,Month-to-month,Fiber optic,65.40203979674283,3811.2426233965325,No
142,Male,0,65,Two year,Fiber optic,118.75,1898.2965765852803,No
143,Female,0,38,Month-to-month,Fiber optic,18.25,18.8,No
144,Male,0,27,Month-to-month,No,33.54483295471341,2373.0301313810014,No
145,Female,0,33,Month-to-month,Fiber optic,32.25622681102636,3106.7478820218803,No
146,Male,1,32,One year,DSL,18.25,18.8,No
147,Male,0,49,Month-to-month,DSL,43.14246266213057,5285.124635106868,No
148,Female,0,59,One year,Fiber optic,85.50185183028086,,No
149,Female,0,71,Two year,DSL,46.99141330467587,18.8,No
150,Female,0,71,Month-to-month,Fiber optic,54.77661054321208,5373.975966397855,No
151,Male,0,41,Month-to-month,DSL,18.25,1580.359639370486,No
152,Female,0,27,Two year,DSL,40.82458018767355,514.938113441822,Yes
153,Female,0,26,Two year,DSL,50.90286866081372,4724.643251763628,No
154,Female,0,0,Month-to-month,No,84.13625271866813,2163.310700685708,No
155,Female,0,7,Month-to-month,Fiber optic,18.25,6582.553937016347,No
156,Male,0,45,Two year,DSL,51.104236753793735,346.35569255262226,No
157,Male,0,23,Month-to-month,Fiber optic,97.5132227050736,18.8,No
158,Male,0,39,Month-to-month,Fiber optic,51.40299310273975,1643.5268548775234,No
159,Female,0,50,Two year,Fiber optic,18.25,4067.3781828710316,Yes
160,Female,0,23,Month-to-month,Fiber optic,103.30319089818056,178.0939947764591,No
161,Female,1,21,One year,No,86.92039797040381,18.8,Yes
162,Male,0,67,Month-to-month,Fiber optic,90.9688549698716,2797.7494945244407,No
163,Female,1,7,Month-to-month,No,18.25,18.8,No
164,Male,0,57,One year,DSL,110.32491734800115,2973.9656573239954,Yes
165,Female,0,14,Month-to-month,No,41.52438983815294,1507.1481659169508,Yes
166,Male,0,7,One year,Fiber optic,49.465887778971044,3399.4610626064778,Yes
167,Male,0,41,Month-to-month,DSL,43.646407303640686,18.8,No
168,Female,0,38,Month-to-month,DSL,93.30280917685174,5220.637701171886,Yes
169,Female,0,34,Month-to-month,Fiber optic,59.3880695895906,1864.2438570042987,No
170,Male,0,40,Two year,DSL,79.30040508088753,4009.1423654723294,No
171,Male,0,47,Month-to-month,No,67.08462078881948,4454.077795271559,No
172,Female,0,70,Month-to-month,No,61.93923568884309,18.8,No
173,Male,1,43,Month-to-month,DSL,36.30179968123949,4278.195516771901,No
174,Female,1,34,One year,DSL,118.75,18.8,Yes
175,Female,0,26,Month-to-month,No,20.7518517819926,18.8,No
176,Male,0,64,Two year,DSL,77.208844618444,6729.422268749792,Yes
177,Male,0,69,Two year,DSL,76.13736342242909,4798.459733693151,Yes
178,Female,0,65,Month-to-month,DSL,99.54612421318801,6977.923021532889,No
179,Male,0,70,Month-to-month,No,106.58150997461627,1440.0950066424746,No
180,Male,1,71,Two year,No,60.66460315755505,2511.1033528007674,Yes
181,Female,0,62,Month-to-month,Fiber optic,80.76486860833506,3473.9858561408555,No
182,Male,1,28,Two year,DSL,117.92269868462054,2251.3648460982354,No
183,Male,0,30,Month-to-month,Fiber optic,62.838179315640204,588.2557771030804,Yes
184,Male,0,63,Month-to-month,DSL,32.700352400538186,248.472074603809,No
185,Male,0,52,Two year,Fiber optic,53.22750980774742,2763.6118195903996,No
186,Female,0,67,Month-to-month,DSL,25.530155441704537,18.8,Yes
187,Male,0,24,Month-to-month,Fiber optic,75.99168601094115,18.8,No
188,Male,0,12,One year,Fiber optic,96.84013186503313,3170.834177276307,Yes
189,Male,0,39,Two year,DSL,61.15665108876709,2063.368909533596,Yes
190,Male,1,71,Month-to-month,No,18.25,4402.709409138099,Yes
191,Female,1,6,Two year,DSL,95.55169013523609,1316.1507447522795,Yes
192,Female,0,31,One year,DSL,18.25,961.8740173554365,Yes
193,Female,0,23,Two year,No,18.266761184516454,3238.771995416377,Yes
194,Male,0,0,One year,DSL,59.432014536408964,438.9516342610277,No
195,Female,1,46,One year,DSL,72.37873589483252,787.6825738885511,No
196,Female,0,50,Two year,Fiber optic,77.50964971262646,877.5823514002459,No
197,Male,0,35,Month-to-month,DSL,62.80919948340115,1803.8150271342772,Yes
198,Male,0,26,Two year,No,117.77731733055921,6295.341207108515,No
199,Female,0,69,Month-to-month,DSL,66.76156706660437,18.8,No
200,Female,0,41,Month-to-month,DSL,95.94350986276336,5214.620181078162,Yes
201,Male,0,67,One year,No,88.4873323792504,3950.824789752952,No
202,Male,0,69,Month-to-month,DSL,25.884500660643653,5829.774068140404,No
203,Male,0,12,One year,No,59.6911123327058,8684.8,No
204,Female,1,24,Two year,DSL,118.75,5522.672545105281,No
205,Male,0,21,Month-to-month,DSL,49.61903929639825,4376.561303959214,No
206,Female,0,20,Month-to-month,DSL,44.49392221686361,18.8,No
207,Female,0,14,Month-to-month,DSL,69.93432500245837,18.8,No
208,Female,0,66,Two year,Fiber optic,50.697550129272436,3095.1909577715924,No
209,Male,0,36,Two year,DSL,40.90949215698262,18.8,No
210,Female,0,44,Month-to-month,Fiber optic,50.25316983164264,3673.5853434259025,No
211,Female,1,25,Two year,DSL,107.90349110819562,18.8,Yes
212,Female,0,54,Month-to-month,Fiber optic,60.68777738652507,4889.960851689419,No
213,Female,0,49,Month-to-month,DSL,24.824941514083164,1550.0270931584657,No
214,Male,0,34,Month-to-month,Fiber optic,19.296429203546253,2565.868678435448,No
215,Female,0,40,Month-to-month,DSL,118.75,583.1883763111869,No
216,Male,0,71,One year,DSL,58.077635480033514,18.8,No
217,Male,1,10,Month-to-month,No,77.88081287905909,5076.819502654197,No
218,Female,0,7,Two year,Fiber optic,41.581545487177756,5305.699360967383,No
219,Female,0,53,One year,DSL,74.46167767506961,1482.5287240484208,No
220,Male,0,0,Month-to-month,DSL,108.72582251320611,3778.9323936872615,No
221,Male,0,19,One year,DSL,45.16687816931298,1393.2400418032248,Yes
222,Male,0,33,Month-to-month,Fiber optic,78.60346207645233,2932.717987107314,No
223,Male,0,56,One year,DSL,22.487037095699314,3999.2094247529685,No
224,Female,0,12,Month-to-month,Fiber optic,118.75,3536.8224390843975,No
225,Female,1,53,Month-to-month,Fiber optic,72.88293150036169,5317.637143985577,No
226,Female,1,52,Month-to-month,No,52.37490528499601,3454.78361114829,No
227,Female,0,51,Two year,DSL,55.83398888908647,2342.639742209457,No
228,Male,0,5,One year,Fiber optic,49.447850947118496,553.6246187897616,No
229,Male,0,35,Two year,DSL,50.986954559882854,1194.7068081859954,No
230,Female,0,24,Month-to-month,Fiber optic,18.25,4114.576464978887,No
231,Female,0,57,Two year,Fiber optic,61.85123146388766,18.8,No
232,Female,0,54,Month-to-month,DSL,60.589651713768056,4784.759349533397,Yes
233,Male,0,2,One year,Fiber optic,79.50871227154036,1641.9283168510678,No
234,Female,0,27,Month-to-month,Fiber optic,49.053373232110054,424.0390206117213,No
235,Male,0,67,Month-to-month,DSL,41.59180694435522,18.8,No
236,Male,1,37,Two year,DSL,64.56597417196545,3807.117402279245,No
237,Male,0,33,Two year,DSL,18.25,2245.822692281681,Yes
238,Male,0,12,Two year,DSL,69.11703794479098,,No
239,Female,0,4,Month-to-month,DSL,18.25,18.8,No
240,Male,0,59,One year,Fiber optic,98.53664132980695,968.8812301418186,No
241,Male,0,16,Month-to-month,DSL,85.39652566538933,2070.026855683281,Yes
242,Female,0,56,Month-to-month,DSL,36.9218051196372,575.2926181641296,No
243,Female,0,30,Two year,Fiber optic,84.7002542014749,2292.8648929453257,No
244,Male,1,64,Month-to-month,Fiber optic,68.15657815004182,3002.988736697566,No
245,Female,0,65,Two year,No,34.42879204434571,3376.8412858679912,No
246,Female,0,32,Month-to-month,No,18.25,5691.974718584189,No
247,Male,0,3,Two year,Fiber optic,74.32471407113621,18.8,No
248,Female,0,54,One year,DSL,40.89211640123545,3044.364884973414,Yes
249,Male,1,23,Month-to-month,Fiber optic,97.758584047852,813.0275708132147,No
250,Male,0,31,Month-to-month,Fiber optic,65.22241538984372,3253.4103191334425,No
251,Female,0,46,Two year,Fiber optic,43.74256083543075,3256.3987342760047,No
252,Female,0,15,Two year,DSL,118.75,42.640677595537454,No
253,Female,0,20,Month-to-month,Fiber optic,82.15103942735045,236.98879159115745,No
254,Male,0,66,One year,Fiber optic,18.25,3438.383181822057,Yes
255,Female,0,30,Month-to-month,Fiber optic,50.159607759394916,2332.0346213462,No
256,Male,0,13,One year,Fiber optic,23.13892134042605,1781.3369089021846,No
257,Female,0,5,Two year,DSL,40.7260820746187,3769.99815627009,No
258,Male,0,68,Month-to-month,Fiber optic,60.443554792552064,3937.0740663035904,No
259,Female,0,28,One year,Fiber optic,75.45686010848513,1078.8581646179414,Yes
260,Male,1,54,Month-to-month,DSL,72.66710883761857,348.24759010209505,No
261,Female,0,36,Month-to-month,No,97.24397960460054,18.8,No
262,Female,0,58,Two year,No,83.96161116301087,2354.807036376565,No
263,Female,0,35,Month-to-month,DSL,82.0998825666777,18.8,Yes
264,Female,0,58,Month-to-month,DSL,70.86491892631156,2504.304886346991,No
265,Female,0,63,Two year,Fiber optic,103.53264546704963,5036.352169367779,No
266,Male,0,42,One year,Fiber optic,55.28007604995338,1478.06016053128,No
267,Male,1,41,Month-to-month,Fiber optic,56.06187161107076,1063.9611002959891,Yes
268,Female,0,59,Month-to-month,Fiber optic,18.25,6806.116257039111,No
269,Male,0,61,Month-to-month,No,96.59053771868207,5699.984322279206,No
270,Male,0,63,Month-to-month,Fiber optic,62.48453475104745,546.4212253214314,Yes
271,Female,0,57,One year,DSL,118.75,2594.0038682796376,No
272,Female,0,1,Month-to-month,Fiber optic,52.59346597795002,3023.7848971607555,No
273,Male,1,70,One year,Fiber optic,67.46620169544373,2740.49451789752,Yes
274,Male,0,7,Month-to-month,No,81.24979910361324,6391.050032517177,No
275,Female,0,55,Month-to-month,DSL,31.63281081303974,2476.6629362224066,No
276,Female,0,35,Month-to-month,Fiber optic,75.59228618776476,2816.5742281798844,No
277,Female,0,68,One year,Fiber optic,65.84330910492127,3839.5087608017784,No
278,Male,0,12,Month-to-month,Fiber optic,55.65898549072718,4975.3580765640145,No
279,Female,0,38,Two year,DSL,100.09537915816449,4402.013574293103,Yes
280,Male,0,5,Month-to-month,No,37.59716359088926,3498.3001257821743,No
281,Female,0,18,Month-to-month,Fiber optic,73.07455360377486,18.8,No
282,Female,0,24,Month-to-month,No,108.58539517068988,1172.8799172836068,Yes
283,Male,0,2,Month-to-month,Fiber optic,43.53068514571541,4135.808455527143,No
284,Female,0,52,Two year,Fiber optic,55.8637319209618,2846.4034480349064,Yes
285,Male,0,27,Two year,No,118.75,4151.007484242809,No
286,Male,0,25,Month-to-month,No,79.07917106119731,6555.318295747048,No
287,Male,0,46,One year,No,49.56345595305721,18.8,Yes
288,Female,0,7,One year,DSL,88.95900527836218,4857.504456107186,No
289,Female,0,56,Two year,Fiber optic,47.70038409711012,1530.396393989432,No
290,Female,0,54,Month-to-month,DSL,18.25,4398.502690476544,Yes
291,Male,1,0,Month-to-month,DSL,106.10815475248162,2185.593795527846,No
292,Female,0,39,Month-to-month,DSL,31.597916149656463,7098.792285131528,Yes
293,Female,0,22,Month-to-month,Fiber optic,118.75,2573.7769975690985,No
294,Female,1,53,Two year,No,50.07109549858761,827.5947676093485,Yes
295,Female,0,41,Two year,Fiber optic,118.75,3230.4358952461457,No
296,Female,0,49,Month-to-month,No,23.603000837546254,3013.0543411075996,No
297,Male,0,3,Two year,DSL,95.6673569466142,4857.928015254274,No
298,Female,0,7,Two year,No,79.84176081683796,3294.287641638761,Yes
299,Female,0,35,Two year,DSL,90.01616138921007,7887.49647235764,No
300,Female,0,9,Two year,Fiber optic,93.93748347095544,2026.5582291784508,No
301,Male,0,29,One year,Fiber optic,49.81787121733672,2053.2611937974466,No
302,Female,0,15,Month-to-month,No,25.40380035570974,910.594210579779,Yes
303,Male,0,29,Two year,No,63.26737631678954,2473.1244547105653,No
304,Male,0,63,Month-to-month,DSL,71.51321075331253,2802.579968373974,No
305,Female,0,10,Month-to-month,DSL,50.5974769032193,2916.2230608800187,Yes
306,Male,0,33,Month-to-month,Fiber optic,73.15437450181184,2431.2472726694023,No
307,Male,0,54,One year,Fiber optic,74.72172848835969,897.1451228959411,No
308,Male,1,3,Month-to-month,Fiber optic,37.408203959029635,281.14681976538304,Yes
309,Female,0,48,One year,DSL,76.68863557888301,1428.8563395226292,Yes
310,Male,0,43,Month-to-month,Fiber optic,56.75691808679116,4865.724338092767,No
311,Female,0,30,Month-to-month,DSL,43.73057490387853,5353.508087323692,No
312,Female,0,47,Month-to-month,DSL,88.4999916605422,2104.598360425974,No
313,Male,0,25,Month-to-month,DSL,41.41256452802431,145.3729979848158,No
314,Male,0,69,Month-to-month,No,51.054305543867734,2095.060599022151,Yes
315,Male,0,11,Month-to-month,DSL,66.96873059061834,7018.713876322,No
316,Female,0,44,Month-to-month,Fiber optic,106.16677978169258,4542.661114827462,Yes
317,Female,0,7,Two year,DSL,70.60280073950136,3526.9829390127525,No
318,Male,0,8,One year,Fiber optic,80.70147880748749,4460.4440220411225,No
319,Male,0,0,One year,No,55.84095966650546,5769.923941299415,No
320,Female,0,4,Month-to-month,DSL,62.43746230627214,18.8,Yes
321,Female,0,70,Month-to-month,No,63.328795271060216,1390.6376575323197,Yes
322,Female,0,53,One year,No,73.62851770411244,1080.916779991776,No
323,Male,0,23,One year,Fiber optic,55.89137605124736,3609.4012237628485,No
324,Male,0,25,Month-to-month,DSL,105.1339965528339,2641.8112781893274,No
325,Female,1,9,Month-to-month,No,53.56769622108553,3992.8013847021984,Yes
326,Female,0,60,Two year,No,18.25,1130.3932652008732,No
327,Male,0,39,Month-to-month,No,118.75,5387.8433468389685,No
328,Female,0,43,Month-to-month,No,54.94620240259306,2121.889817333682,No
329,Male,0,11,Month-to-month,Fiber optic,104.32641059144956,3852.840220737243,No
330,Female,0,21,Two year,Fiber optic,107.08420434298873,4987.791126559381,Yes
331,Female,1,26,One year,Fiber optic,93.2509507987365,4805.871698911598,No
332,Female,0,66,Month-to-month,Fiber optic,58.83938069011818,3096.637173438471,No
333,Female,1,68,Month-to-month,Fiber optic,73.42921307821771,4135.640089862847,Yes
334,Male,0,13,Month-to-month,Fiber optic,26.43724269992169,6225.603064561202,No
335,Female,0,24,Month-to-month,Fiber optic,118.75,3442.8203961866607,No
336,Female,0,51,Month-to-month,No,39.16063945470164,625.6212529284599,No
337,Male,0,58,Month-to-month,DSL,57.157581021499645,3600.1929563641634,Yes
338,Male,1,37,Month-to-month,Fiber optic,67.77949325991155,2194.5207599676082,No
339,Male,0,19,Two year,DSL,61.566063379407495,18.8,No
340,Female,1,19,One year,DSL,45.02811420296884,3325.887521711208,No
341,Male,0,55,Two year,Fiber optic,106.76960546684612,2543.3303729353656,Yes
342,Female,1,29,Month-to-month,No,93.40340643299722,4899.442670213195,No
343,Male,0,40,Two year,Fiber optic,74.49362085020336,579.2877721314978,Yes
344,Female,0,70,Two year,DSL,52.77345301449782,18.8,No
345,Male,0,62,Month-to-month,Fiber optic,96.83470374251857,2661.2308274242146,No
346,Male,0,68,Month-to-month,Fiber optic,50.819494153395276,3140.4819603139413,No
347,Male,0,28,One year,Fiber optic,112.06879439416825,2491.625454243699,Yes
348,Female,0,43,Two year,Fiber optic,68.14774955605117,2325.925877231124,Yes
349,Female,0,56,Two year,DSL,101.81642396187871,18.8,No
350,Male,0,23,One year,Fiber optic,61.37400818187414,1964.213767614824,No
351,Female,0,18,Month-to-month,Fiber optic,66.95314877943242,1489.5123903429953,No
352,Female,0,16,Month-to-month,Fiber optic,101.68517394990586,4709.758006579019,No
353,Female,0,68,Month-to-month,DSL,118.75,3138.5512748933716,Yes
354,Female,0,60,Two year,No,111.76704120689692,1649.0585221253882,No
355,Female,0,3,Two year,DSL,91.20175204327329,6185.323129973987,Yes
356,Male,0,21,Month-to-month,DSL,82.53743133202366,1669.655205696789,Yes
357,Female,1,5,One year,Fiber optic,49.540844423185256,3542.9447163260456,No
358,Male,0,29,Month-to-month,Fiber optic,73.68641520727353,1900.7562580866863,No
359,Male,0,10,Month-to-month,DSL,37.317219561698366,5975.191599053457,No
360,Male,0,47,Two year,Fiber optic,76.1110422239117,2475.8242519936425,Yes
361,Female,0,45,One year,DSL,78.04552488687656,2542.7946404002664,Yes
362,Female,0,26,Month-to-month,No,18.25,1962.053767021031,No
363,Male,0,18,Month-to-month,Fiber optic,65.96603213667038,2724.2960243187526,No
364,Male,0,58,Month-to-month,DSL,77.28773446258207,4997.152742376162,Yes
365,Male,0,67,Month-to-month,DSL,62.28033330011543,4195.682152055502,Yes
366,Male,0,53,Month-to-month,Fiber optic,75.57727004958278,2342.6206264092434,Yes
367,Female,0,16,Month-to-month,Fiber optic,24.414160474974942,6134.202691230777,No
368,Male,0,49,One year,No,41.44648440263621,4257.1854632822615,No
369,Male,0,39,One year,No,95.95163871123437,1286.0815838988065,No
370,Female,0,10,One year,Fiber optic,64.81720713593788,18.8,No
371,Male,0,13,Two year,No,75.03035733757875,1338.5787251289719,Yes
372,Female,1,12,Two year,Fiber optic,48.349713062671775,3215.6483321948726,No
373,Male,0,27,Two year,Fiber optic,65.38677010063337,,Yes
374,Female,1,43,Month-to-month,Fiber optic,18.25,5358.805990362375,No
375,Female,1,62,Month-to-month,DSL,90.26495934646506,18.8,Yes
