PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
89,1,3,Passenger_88,male,41.15878628493955,4,0,2.2656482052348412,E64,S
90,1,3,Passenger_89,female,31.573867159444,4,2,49.003700754666674,,S
91,1,3,Passenger_90,male,,3,2,10.769084574454842,,S
92,1,2,Passenger_91,male,26.71418673647892,4,1,18.14351720515017,,S
93,1,1,Passenger_92,female,45.506972125492,4,1,37.010969185018425,B58,S
94,0,3,Passenger_93,male,28.574179168074103,3,0,12.932806678095929,,S
95,1,3,Passenger_94,male,23.183697446343253,3,2,1.8639905223647388,,C
96,1,3,Passenger_95,male,42.111243775966756,1,3,14.984921371268715,A39,S
97,1,3,Passenger_96,female,10.02776108689756,2,3,92.49427997337703,,S
98,1,3,Passenger_97,female,36.71446680924283,0,1,32.84738114147559,,S
99,0,2,Passenger_98,male,,3,3,35.62095899824133,,S
100,1,2,Passenger_99,female,,3,0,32.01405941555643,,C
101,0,3,Passenger_100,male,,4,3,7.100304573720723,C60,S
102,1,1,Passenger_101,male,31.589786091475638,1,1,17.339476656348552,,S
103,1,2,Passenger_102,female,35.475985553017715,4,0,44.48194041915757,C91,S
104,0,2,Passenger_103,female,2.684415651601796,3,2,3.4203879057396365,,Q
105,0,3,Passenger_104,male,20.591812218204005,3,0,10.41683998858544,,S
106,0,1,Passenger_105,male,44.309642730011745,4,1,10.348951721859263,D51,C
107,1,3,Passenger_106,female,41.848710338392436,3,1,18.10134988947139,,S
108,0,3,Passenger_107,female,33.662450875533025,2,3,125.78022826494899,,S
109,1,3,Passenger_108,male,10.807510000042672,0,3,2.2364434718759356,,S
110,0,3,Passenger_109,male,,0,2,23.400530198590314,C86,C
111,0,2,Passenger_110,female,39.68759426287624,0,2,6.325646741616362,,S
112,1,3,Passenger_111,female,,2,1,112.93976272722476,,Q
113,0,3,Passenger_112,male,46.8243933082804,3,1,3.8480808049773603,,S
114,0,3,Passenger_113,female,20.131954938178275,4,1,16.53905205695164,,S
115,1,3,Passenger_114,female,22.56199391500035,1,2,42.84710023576666,C45,S
116,1,3,Passenger_115,female,0.5,3,1,39.01666075850099,,C
117,1,1,Passenger_116,female,42.57758514206729,2,2,17.58217033663711,,S
118,0,1,Passenger_117,male,,2,1,13.614391325818254,,C
119,0,3,Passenger_118,male,6.1545154481347915,0,0,16.21933284589203,,Q
120,0,2,Passenger_119,male,5.079614000081936,3,0,9.82081882464126,A96,Q
121,0,2,Passenger_120,male,17.48317121680585,0,1,7.3546253718828,,S
122,0,3,Passenger_121,female,40.81121118772495,1,0,21.113254139788165,D38,S
123,1,2,Passenger_122,female,25.4949531667592,0,2,10.006534590525924,,C
124,0,2,Passenger_123,male,,1,3,10.845490068278842,,S
125,1,3,Passenger_124,male,15.614377496831057,2,0,34.21804478026189,A90,S
126,0,3,Passenger_125,male,14.987232590405382,0,3,110.6865142178021,,S
127,1,2,Passenger_126,female,2.628503784494157,0,0,29.613610462165354,,S
128,0,3,Passenger_127,male,12.796458356950758,4,2,2.563321563518243,A84,S
129,0,3,Passenger_128,male,,2,0,2.5149655836336344,,S
130,1,2,Passenger_129,male,39.25672531040004,4,0,96.78750903783776,,S
131,0,1,Passenger_130,male,27.379877255947388,1,1,11.289987670987502,,S
132,1,1,Passenger_131,male,18.14181219775555,1,3,3.0907096422658165,,S
133,0,3,Passenger_132,female,,2,3,29.24496152828237,,S
134,0,2,Passenger_133,male,20.40544321034668,1,2,31.271439081618684,,S
135,1,3,Passenger_134,male,46.0394408013709,2,2,33.45789698634022,,S
136,0,3,Passenger_135,male,52.395519809028016,1,3,9.95706229342611,B60,S
137,1,3,Passenger_136,male,7.720555272797196,3,1,0.48723244431651563,,S
138,0,3,Passenger_137,female,30.73548149702995,0,1,107.29108611865482,,S
139,0,3,Passenger_138,male,22.454528887284862,3,3,9.243952304616506,,C
140,0,2,Passenger_139,female,21.3150584481693,2,0,36.06697287827715,,S
141,0,1,Passenger_140,male,37.47527543529671,2,3,39.24224718240244,,C
142,0,3,Passenger_141,male,20.97981305007403,3,0,30.132081862138232,B81,S
143,0,2,Passenger_142,male,22.75643335142941,0,3,12.009158351490855,,S
144,0,3,Passenger_143,female,27.346391461245886,0,0,10.118834913042111,,S
145,1,3,Passenger_144,male,24.472410242728028,4,1,29.135307623051485,C95,S
146,0,3,Passenger_145,female,,1,3,64.34014135980769,,S
147,0,2,Passenger_146,male,40.842691067864635,4,2,93.83846275016202,,S
148,0,3,Passenger_147,male,44.37943313910641,0,0,3.5822126450376683,,S
149,1,2,Passenger_148,female,,3,1,5.382907099619104,,S
150,1,3,Passenger_149,female,24.428262885688277,1,2,92.66042431036541,C38,S
151,0,1,Passenger_150,male,19.827049691383063,3,1,42.682739641879124,C72,Q
152,0,3,Passenger_151,male,19.84931911902975,4,0,68.6569141230223,,S
153,0,1,Passenger_152,male,,2,3,7.246072657599746,,S
154,1,3,Passenger_153,male,42.82973622193302,3,1,28.343272552470687,E77,S
155,0,1,Passenger_154,female,17.938458899833265,4,3,38.6489179382746,A44,S
156,1,2,Passenger_155,male,32.00576958411997,4,3,36.473087563173685,,C
157,0,3,Passenger_156,male,24.624509648608928,4,1,16.78415716812619,,S
158,1,2,Passenger_157,female,37.873205266188066,2,1,0.49646795086127915,,S
159,1,1,Passenger_158,female,37.30898743905078,2,1,27.98373603490148,B10,C
160,0,2,Passenger_159,male,44.87053515467659,2,3,9.338433036112464,,S
161,0,3,Passenger_160,female,17.792209578729263,1,2,19.14557994712641,,S
162,0,3,Passenger_161,male,31.166294180933825,2,0,101.12509630401739,,Q
163,0,1,Passenger_162,male,5.22034221059463,2,2,16.29501155103079,,S
164,0,3,Passenger_163,female,12.097235793996173,2,3,58.60295275246214,,S
165,0,1,Passenger_164,male,,3,1,6.685469797481489,B84,S
166,0,3,Passenger_165,male,16.39042692032542,2,1,35.71669166281512,,S
167,1,2,Passenger_166,male,17.92727682733003,1,0,120.72203122194126,,S
168,0,3,Passenger_167,female,,4,0,3.438917645460084,,C
169,0,2,Passenger_168,male,,3,2,0.26735187600783544,,S
170,1,3,Passenger_169,male,14.848424858322652,0,2,18.189579418402204,,C
171,0,2,Passenger_170,female,0.5,2,0,3.1103998636355197,,Q
172,0,2,Passenger_171,male,,4,3,44.15528169266435,,S
173,0,2,Passenger_172,female,46.57879309133972,4,2,78.7138634526821,,S
174,0,3,Passenger_173,female,34.503890714236235,3,1,18.214344183079607,,S
175,1,3,Passenger_174,male,48.23424725302098,0,1,9.579698639850216,,C
176,1,3,Passenger_175,male,,1,3,18.235969041067055,E12,C
177,0,3,Passenger_176,male,6.74845225270321,4,0,41.1313840625939,D56,S
178,0,3,Passenger_177,male,36.175679737065565,4,2,0.2910527874313155,,S
179,1,3,Passenger_178,female,33.06031832759064,4,1,28.488552713263296,,S
180,0,1,Passenger_179,male,,4,0,30.402706491268663,C72,C
181,1,3,Passenger_180,male,42.761952997107954,3,2,32.48800772330137,,S
182,1,1,Passenger_181,male,,0,3,8.867232736844851,C40,S
183,1,3,Passenger_182,male,35.378646303965304,4,1,40.06233064423477,D26,C
184,0,3,Passenger_183,male,39.71009819321597,1,3,3.066910579386752,,S
185,0,3,Passenger_184,female,36.733832850618384,1,3,7.111420402860749,,S
186,0,3,Passenger_185,male,41.70424304404368,2,3,67.18079237697667,C91,S
187,1,3,Passenger_186,female,43.819291546900146,4,2,42.94959067665054,,S
188,0,3,Passenger_187,male,51.14364321737281,4,3,0.44290876348564745,,S
189,0,1,Passenger_188,male,20.611321451348488,4,2,9.136621647477785,,Q
190,1,2,Passenger_189,male,36.427869503750465,4,2,7.722104776271125,,S
191,0,3,Passenger_190,female,,4,3,10.10610925661689,,S
192,0,3,Passenger_191,male,18.030174178090263,1,3,9.101878862627919,,S
193,0,1,Passenger_192,male,20.04643550487487,0,0,2.0661302503460703,B24,S
194,1,1,Passenger_193,male,36.629377245861356,0,1,19.655233770948335,,S
195,0,1,Passenger_194,female,35.555535767004,2,0,42.22428469437666,,C
196,1,1,Passenger_195,male,35.305768409338114,1,1,29.864424502237355,,C
197,1,3,Passenger_196,male,26.540008934029334,4,1,35.7568874977007,,S
198,1,3,Passenger_197,female,29.747806516497747,0,0,2.7082078985022386,,S
199,0,3,Passenger_198,female,41.14853774226469,3,0,96.83199861228844,B71,S
200,0,3,Passenger_199,male,8.848497164909713,3,1,58.34238634106526,E56,Q
201,0,3,Passenger_200,male,30.044989378000178,3,1,52.32700798362232,,S
202,1,1,Passenger_201,male,,4,1,55.40844971695139,,C
203,1,2,Passenger_202,male,,4,2,86.36003818228428,,S
204,0,3,Passenger_203,female,10.796522232800449,2,1,25.14622617120113,,
205,1,1,Passenger_204,male,50.63187243724376,2,3,7.1518763455791055,,S
206,0,2,Passenger_205,female,,2,3,30.692974617522506,,C
207,0,2,Passenger_206,male,,3,3,43.462981959514735,D43,S
208,0,1,Passenger_207,male,24.080683397348828,4,0,42.85105703594882,,S
209,0,1,Passenger_208,female,,3,0,23.583761318294886,,S
210,0,3,Passenger_209,female,,2,0,2.2692727547851863,E87,C
211,0,1,Passenger_210,male,46.62574721749052,4,1,14.841714904201423,,S
212,0,3,Passenger_211,male,9.519080527109384,1,3,81.13143867850452,,Q
213,1,1,Passenger_212,male,32.15764161846711,0,1,28.100790763938615,,C
214,0,3,Passenger_213,female,35.41917287728397,0,2,24.73309241711636,,S
215,1,3,Passenger_214,female,27.090786478916716,2,2,10.020526354747643,D34,C
216,1,3,Passenger_215,male,24.03467847370135,3,0,14.70644651370071,,S
217,0,3,Passenger_216,male,24.618598094438095,1,2,72.22708672188818,D23,S
218,1,2,Passenger_217,female,32.14494977114959,4,3,35.136051767874086,,S
219,1,2,Passenger_218,female,4.360575386270117,3,2,49.54501737839873,,S
220,1,2,Passenger_219,female,43.21020945488522,2,0,19.384612685481553,B11,C
221,0,1,Passenger_220,male,22.97815385225809,3,1,31.837461035360697,,S
222,0,1,Passenger_221,male,31.489237763134955,2,2,9.136934502282822,,S
223,0,3,Passenger_222,male,,0,3,39.114984979327495,,S
224,0,3,Passenger_223,female,22.338724577618606,0,3,17.853425962315594,,S
225,0,3,Passenger_224,male,27.865462302014055,3,3,18.699981436927207,,S
226,1,3,Passenger_225,male,1.2066366312429437,1,1,33.53240899370252,,C
227,1,3,Passenger_226,male,39.94973050266301,4,3,88.10452950751163,,S
228,0,3,Passenger_227,female,44.8209660045103,2,0,2.1166906589535706,,S
229,1,3,Passenger_228,male,5.886090272857448,4,0,55.728101286628856,E44,S
230,1,1,Passenger_229,male,24.009099726252334,0,3,11.067278340676339,,S
231,1,2,Passenger_230,male,12.481828704628594,1,2,18.778948135292683,D59,C
232,1,3,Passenger_231,male,27.211635499176317,1,3,0.7090237436630206,,S
233,0,3,Passenger_232,male,38.780908686093454,4,0,11.461454674228442,,C
234,0,3,Passenger_233,female,43.52232458959275,0,0,22.349553966964137,A89,S
235,0,3,Passenger_234,male,,4,0,1.8501008911345598,,S
236,1,3,Passenger_235,male,48.04761354569098,3,2,21.615851314047188,,Q
237,1,1,Passenger_236,male,26.58622110162208,1,2,83.8019984359865,,C
238,0,1,Passenger_237,male,,1,2,3.5638722269063865,,S
239,0,2,Passenger_238,male,28.095735795688437,3,0,46.26536677564164,,S
240,1,3,Passenger_239,male,,0,1,16.866411545514403,,S
241,0,2,Passenger_240,male,12.518363067107995,1,3,34.07086429184394,D90,S
242,0,2,Passenger_241,male,52.94191734827538,2,3,9.645595869266087,,C
243,1,1,Passenger_242,female,42.27043954264478,2,0,5.559971852645865,B78,C
244,1,3,Passenger_243,male,26.808059641961393,0,2,5.596936644103006,E78,S
245,0,3,Passenger_244,male,,3,1,2.339193811221494,,Q
246,1,3,Passenger_245,male,20.332304864422998,4,1,6.571551477686051,,S
247,0,1,Passenger_246,female,30.738886993202176,0,2,34.921512441162626,E25,S
248,1,3,Passenger_247,male,26.488363561775067,4,3,68.30246887226224,B60,S
249,1,3,Passenger_248,female,43.00703857395675,0,3,53.84590600516504,,S
250,0,3,Passenger_249,male,24.89833840376319,2,1,36.979491572366626,,S
251,1,2,Passenger_250,female,36.777025348560876,3,1,3.7446135619402074,,S
252,0,3,Passenger_251,male,29.29505162155182,2,2,10.92308868750175,,S
253,1,3,Passenger_252,male,33.47537100355899,3,3,11.865082550910834,,S
254,0,1,Passenger_253,male,26.47920990165064,4,1,9.20398941747846,,C
255,1,2,Passenger_254,male,,0,3,23.155777843754457,,S
256,1,2,Passenger_255,female,39.81556112406108,1,1,24.54110665407501,,S
257,0,3,Passenger_256,male,36.13900636151002,1,2,14.125863613352248,,C
258,1,1,Passenger_257,female,38.20520058009306,3,3,13.972142361114628,,Q
259,0,1,Passenger_258,male,16.478837114397265,3,1,56.4318800312668,,Q
260,1,2,Passenger_259,male,,2,1,49.833152520610504,,S
261,1,3,Passenger_260,male,47.18882474482547,1,1,11.771978430614519,,S
262,0,3,Passenger_261,male,36.579663938272965,2,1,78.43043355209066,,S
263,1,3,Passenger_262,female,,4,2,97.71774700307216,,S
264,1,3,Passenger_263,male,29.003268864912812,1,3,12.660079033209287,C27,Q
265,0,1,Passenger_264,female,34.94969113675592,4,3,14.003641827973967,,S
266,1,3,Passenger_265,female,19.096406763423673,0,0,22.543342584667524,,S
267,0,3,Passenger_266,male,10.68420324587306,2,3,90.63256334340329,,S
268,0,2,Passenger_267,male,25.274629841888622,3,0,66.88169954856919,D97,S
269,0,3,Passenger_268,female,19.328346288452167,1,1,3.4629723460497366,,C
270,1,3,Passenger_269,male,29.499953560540437,2,2,15.961056007489525,,S
271,1,3,Passenger_270,male,7.420334935051962,3,2,25.792877806981558,,S
272,0,1,Passenger_271,male,37.605814875506184,0,1,22.38181864909018,,S
273,1,3,Passenger_272,male,20.815529505893004,1,0,6.896053120261678,,S
274,0,3,Passenger_273,female,43.640531313538986,4,1,62.6462955825873,,S
275,1,2,Passenger_274,male,25.823416242850705,0,2,36.157428422017816,,S
276,0,1,Passenger_275,female,29.34455335061718,3,2,58.226992521582105,,S
277,0,1,Passenger_276,male,27.27751169824315,1,3,62.6344002177737,,S
278,1,3,Passenger_277,male,20.065764338596182,1,0,44.15165782943204,,Q
279,0,3,Passenger_278,male,64.31191247181724,0,3,18.50911511161847,D69,Q
280,0,2,Passenger_279,male,22.75787350789801,1,2,30.176366701665593,,Q
281,1,2,Passenger_280,male,44.029301314519245,3,2,5.593231650345709,B71,S
282,0,2,Passenger_281,female,14.38919475511247,0,3,35.83266599198582,,S
283,0,3,Passenger_282,female,34.90983947530425,4,3,6.321302060604869,,S
284,1,2,Passenger_283,male,,0,2,37.88817451847924,,C
285,0,3,Passenger_284,male,29.361522320626182,0,3,8.346976995522068,C97,Q
286,0,3,Passenger_285,male,,4,3,4.00174791507721,,C
287,0,3,Passenger_286,male,26.013493363404503,3,0,5.781258206177552,,S
288,0,2,Passenger_287,female,24.053946972376316,2,2,0.06381190911074003,,Q
289,0,1,Passenger_288,female,63.328367945696385,2,1,40.59118117908045,,S
290,0,3,Passenger_289,male,29.383556747772527,4,0,42.18450787148164,,S
291,0,2,Passenger_290,female,,3,1,23.151007188065638,,S
292,0,1,Passenger_291,male,,1,3,5.631266778904157,,S
293,1,3,Passenger_292,female,17.43153864836146,4,3,2.792080048768669,,S
294,0,2,Passenger_293,male,30.227243264351127,2,1,0.6180573541487893,,S
295,0,1,Passenger_294,male,,3,3,5.799039235682173,,S
296,1,1,Passenger_295,male,28.494061763232903,0,3,70.88265302878831,,S
297,0,2,Passenger_296,male,27.193832460355203,3,0,8.846753701178734,,C
298,0,3,Passenger_297,female,19.45372080117696,3,1,13.996027987235001,,S
299,0,2,Passenger_298,female,32.43574398995286,2,0,3.562164845150935,,S
300,0,2,Passenger_299,male,,2,1,8.047784469173857,C63,C
301,0,3,Passenger_300,female,,1,0,23.43536003261326,E39,
302,0,2,Passenger_301,male,38.42633729316445,1,2,29.947607285175675,C67,S
303,1,1,Passenger_302,female,22.791520570903778,4,2,9.008136957561183,,S
304,1,1,Passenger_303,male,23.470233500765964,0,1,1.9029028092058091,,S
305,1,2,Passenger_304,male,33.55714787287555,1,2,15.871711520748025,,S
306,1,1,Passenger_305,male,18.520365581513445,2,0,8.538836537121787,,S
307,1,1,Passenger_306,male,55.0677217378882,3,1,7.932468143104735,,C
308,0,3,Passenger_307,male,34.71096020168476,4,2,102.89445636819222,B49,S
309,0,1,Passenger_308,male,35.20568411937148,1,2,30.652657540831896,A79,C
310,0,3,Passenger_309,male,39.240231125002,3,1,26.045156861790247,B95,C
311,0,3,Passenger_310,male,21.587514163019016,3,2,17.199016754495204,,Q
312,0,3,Passenger_311,female,,1,2,17.928594702831106,,S
313,1,2,Passenger_312,female,,0,1,24.911940064634123,,C
314,1,1,Passenger_313,male,43.00203659398365,0,2,38.14855734156176,,S
315,0,3,Passenger_314,male,26.928656228043373,4,2,38.75686938672147,,S
316,0,3,Passenger_315,female,48.141895174236595,0,2,6.027920519239286,,S
317,0,3,Passenger_316,male,35.31881077834706,4,2,22.187926724578684,,S
318,1,1,Passenger_317,male,,2,3,16.990626133570313,,C
319,1,3,Passenger_318,male,,1,1,65.41704490453179,,S
320,0,1,Passenger_319,male,32.56369154527044,3,3,31.93902616715872,,S
321,1,2,Passenger_320,male,15.257932543817788,4,3,24.331668112231327,,S
322,0,2,Passenger_321,male,22.28982467435292,0,0,3.9236370173954196,B60,S
323,1,1,Passenger_322,male,38.361611669870676,4,3,29.775543332247544,,S
324,1,3,Passenger_323,female,45.51054212555301,4,3,3.9891529217711277,,C
325,0,3,Passenger_324,male,71.21014492409012,0,0,13.161341259799373,,S
326,1,3,Passenger_325,female,28.34719530727491,0,2,4.932255112557608,,S
327,1,3,Passenger_326,male,16.635012292961633,1,2,37.69262842612123,B97,S
328,0,3,Passenger_327,male,40.24656064528138,3,3,7.3916605401422855,,S
329,1,3,Passenger_328,male,13.910418912981715,1,0,15.915172149173914,,S
330,0,1,Passenger_329,male,37.599883432374305,1,2,72.32774786838816,,S
331,1,3,Passenger_330,male,22.668419973282266,0,0,7.313716439364914,B74,Q
332,0,1,Passenger_331,male,32.66232958532551,0,1,22.684173743839008,,S
333,0,2,Passenger_332,male,,3,1,17.391110612295694,,S
334,1,2,Passenger_333,female,,4,1,0.5852893861300849,,S
335,1,2,Passenger_334,female,,1,1,50.36379630258958,,C
336,0,3,Passenger_335,male,,3,3,2.289449968939904,,S
337,1,3,Passenger_336,female,3.5993586036726732,1,1,20.574048466160775,,S
338,1,2,Passenger_337,male,17.077589555501987,4,1,26.32074626984489,,C
339,1,3,Passenger_338,male,7.834703940463395,1,0,31.68027107405094,A66,S
340,0,3,Passenger_339,male,,2,2,37.33691507383006,,S
341,0,3,Passenger_340,male,28.22451304387743,3,0,9.345753501503824,,S
342,0,3,Passenger_341,male,54.63160898153299,0,3,0.32092474766553736,,S
343,1,1,Passenger_342,female,,1,1,41.13090323166075,,S
344,1,3,Passenger_343,male,21.681242056320638,3,2,24.548189211926218,,S
345,0,3,Passenger_344,male,40.906975384723616,3,2,57.87541796201233,,S
346,0,3,Passenger_345,female,32.209844461973574,1,1,55.12132657060627,,S
347,1,3,Passenger_346,male,37.16003849938842,0,1,59.314852366973476,,S
348,1,3,Passenger_347,male,,0,3,21.24071043194462,,Q
349,1,3,Passenger_348,male,48.97524890030501,1,3,12.989049594783628,,C
350,1,2,Passenger_349,male,40.578225340602046,3,1,50.17905362662174,,C
351,0,2,Passenger_350,male,35.32275707688063,0,1,19.20616659303266,,S
352,1,2,Passenger_351,male,20.10145606485469,1,1,6.485042390893729,,S
353,1,3,Passenger_352,male,34.233201786483235,1,1,61.786956069550605,B27,S
354,0,2,Passenger_353,female,,1,2,68.53845327471033,E26,S
355,0,3,Passenger_354,female,,3,3,20.09406963214424,,Q
356,1,3,Passenger_355,male,28.99408007589917,0,1,2.5189852700146513,,S
357,0,3,Passenger_356,male,,3,1,15.703643841124785,D96,S
358,1,3,Passenger_357,male,44.57362113825168,2,2,52.07310455198203,D98,S
359,1,3,Passenger_358,female,0.5,0,0,74.25550795199254,,S
360,0,3,Passenger_359,male,32.99279760396581,3,1,7.279805715842723,,S
361,0,3,Passenger_360,male,13.522047326519957,0,2,2.2182974593163114,,S
362,1,3,Passenger_361,female,34.16912679073765,2,2,67.14957448973257,E76,S
363,0,2,Passenger_362,female,34.93992077808228,4,0,15.78628119822803,,C
364,1,2,Passenger_363,male,28.484173120177317,1,3,24.971658205988337,,S
365,1,2,Passenger_364,male,41.00210374735518,3,3,110.21049985693476,,Q
366,1,3,Passenger_365,male,12.259275172604212,2,3,2.204277035492075,,C
367,0,3,Passenger_366,male,45.2080863039438,2,1,33.44089414351199,,S
368,1,3,Passenger_367,male,19.78689587328202,0,3,2.463836738883999,,C
369,1,2,Passenger_368,female,,0,1,15.064134284710454,,S
370,1,3,Passenger_369,male,,1,1,52.11823581190873,,Q
371,0,3,Passenger_370,male,,0,2,18.18333389694464,,S
372,1,2,Passenger_371,male,,3,3,187.89931071874986,,S
373,1,3,Passenger_372,male,,3,3,26.20303505784663,,S
374,1,3,Passenger_373,male,46.971616899264504,3,3,12.395935708628718,,S
375,0,3,Passenger_374,female,,4,1,7.95533104011744,D10,Q
376,1,3,Passenger_375,male,10.212051279367856,3,1,13.810689884812215,,S
